abbreviation	name	formula	charge	compartment	kegg_id	cas_id	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
gd2_hs	GD2 (homo sapiens)	C60H101N4O33FULLRCO	-2	Golgi Apparatus			2266613	2	
gt2_hs	GT2 (homo sapiens)	C71H117N5O41FULLRCO	-3	Golgi Apparatus			2266624	2	
lxser	Gal-Xyl-L-Ser (protein)	C11H19O9X	0	Golgi Apparatus			2299744	2	
cs,hs_linkage	chondroitin sulfate/heparan sulfate linkage region (GlcA-(Gal)2-Xyl-L-Ser (protein))	C23H36O20X	-1	Golgi Apparatus			2300654	2	
12harachd	12 hydroxy arachidonic acid	C20H31O3	-1	Endoplasmic Reticulum			2300207	2	
hs_deg20	heparan sulfate, degradation product 20	C45H68N2O43S2	-4	Lysosome			2303866	2	
udpLa4fn	uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	C15H21N3O16P2	-2	Cytosol	C16154		2374694	5	
cs_b_deg3	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S), degradation product 3	C37H55NO38S2	-4	Lysosome			2415986	2	
cs_c_deg4	chondroitin sulfate C (GalNAc6S-GlcA), degradation product 4	C31H49NO29S	-2	Lysosome			2416062	2	
4mptnl	4-Methylpentanal	C6H12O	0	Mitochondria	C02373	123-30-8	39716	2	
phthclh2	phthiocol (reduced)	C11H10O3	0	Cytosol			2977171	10	
mbhn	methyl behenic acid	C23H45O2	-1	Cytosol			3063944	10	
adhlam	S-Acetyldihydrolipoamide	C10H19NO2S2	0	Cytosol	C01136	None	36892	10,4	
s7p	Sedoheptulose 7-phosphate	C7H13O10P	-2	Cytosol	C05382	None	34485	1,10,2,3,4,5,6,7,8,9	
oaa	Oxaloacetate	C4H2O5	-2	Peroxisome, Cytosol, Mitochondria	C00036	328-42-7	33604	1,10,2,3,4,5,6,7,8,9	
xylu-D	D-Xylulose	C5H10O5	0	Cytosol	C00310	551-84-8	34575	1,10,2,5,6	
glu-L	L-Glutamate	C5H8NO4	-1	Peroxisome, Extra-organism, Cytosol, Endoplasmic Reticulum, Nucleus, Periplasm, Mitochondria, Lysosome	C00025	56-86-0	33561	1,10,2,3,4,5,6,7,8,9	
fum	Fumarate	C4H2O4	-2	Extra-organism, Cytosol, Periplasm, Mitochondria	C00122	110-17-8	33938	1,10,2,3,4,5,6,7,8,9	
hom-L	L-Homoserine	C4H9NO3	0	Extra-organism, Cytosol, Periplasm	C00263	672-15-1	34437	1,10,2,3,4,5,6,7,9	
4izp	4-Imidazolone-5-propanoate	C6H7N2O3	-1	Cytosol	C03680		42318	2,4,7	
fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	C10H13N4O9P	-2	Cytosol	C04734		44434	1,10,2,3,4,5,6,7,9	
orot5p	Orotidine 5'-phosphate	C10H10N2O11P	-3	Cytosol	C01103	2149-82-8	36813	1,10,2,3,4,5,6,7,9	
orot	Orotate	C5H3N2O4	-1	Extra-organism, Cytosol, Periplasm	C00295	65-86-1	34527	1,10,2,3,4,5,6,7,9	
gsn	Guanosine	C10H13N5O5	0	Extra-organism, Cytosol, Periplasm, Mitochondria, Lysosome	C00387	118-00-3	51567	1,10,2,3,4,5,6	
ade	Adenine	C5H5N5	0	Extra-organism, Cytosol, Periplasm, Mitochondria, Lysosome	C00147	73-24-5	34039	1,10,2,3,4,5,6,7,9	
damp	dAMP	C10H12N5O6P	-2	Extra-organism, Cytosol, Periplasm, Lysosome	C00360	653-63-4	34735	1,10,2,3,4,5,6,7,9	
dcdp	dCDP	C9H12N3O10P2	-3	Cytosol, Nucleus, Mitochondria	C00705	None	50858	1,10,2,3,4,5,6,7,9	
dtdp	dTDP	C10H13N2O11P2	-3	Cytosol, Nucleus, Mitochondria	C00363		34750	1,10,2,3,4,5,6,7,9	
datp	dATP	C10H12N5O12P3	-4	Cytosol, Nucleus, Mitochondria	C00131	1927-31-7	33969	1,10,2,3,4,5,6,7,9	
gua	Guanine	C5H5N5O	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00242	73-40-5	34363	1,10,2,3,4,5,6,7,9	
xan	Xanthine	C5H4N4O2	0	Peroxisome, Extra-organism, Cytosol, Periplasm	C00385	69-89-6	34825	1,10,2,3,4,5,6,7,9	
mlthf	5,10-Methylenetetrahydrofolate	C20H21N7O6	-2	Cytosol, Mitochondria	C00143		34022	1,10,2,3,4,5,6,7,9	
fmn	FMN	C17H19N4O9P	-2	Extra-organism, Cytosol, Mitochondria	C00061	146-17-8	33703	1,10,2,3,4,5,6,7,9	
4r5au	4-(1-D-Ribitylamino)-5-aminouracil	C9H16N4O6	0	Cytosol	C04732		44429	1,10,3,4,5,6,7,9	
pime	Pimelate	C7H10O4	-2	Extra-organism, Cytosol	C02656	111-16-0	40290	3,7	
thmmp	Thiamin monophosphate	C12H16N4O4PS	-1	Extra-organism, Cytosol, Mitochondria	C01081	532-40-1	36768	1,10,2,3,5,6,7,9	
pant-R	(R)-Pantoate	C6H11O4	-1	Cytosol, Mitochondria	C00522	470-29-1	35240	1,10,3,4,5,6,7,9	
4ppcys	N-((R)-4-Phosphopantothenoyl)-L-cysteine	C12H20N2O9PS	-3	Cytosol	C04352		43650	1,10,2,3,4,5,6,7,9	
dnad	Deamino-NAD+	C21H24N6O15P2	-2	Cytosol, Nucleus, Mitochondria	C00857		36219	1,10,2,3,4,5,6,7,9	
fadh2	Flavin adenine dinucleotide reduced	C27H33N9O15P2	-2	Peroxisome, Cytosol, Endoplasmic Reticulum, Mitochondria	C01352		132077	1,10,2,3,4,5,6,7	
alltn	Allantoin	C4H6N4O3	0	Extra-organism, Cytosol, Periplasm	C01551	97-59-6	37849	1,5,6	
gdptp	Guanosine 3'-diphosphate 5'-triphosphate	C10H11N5O20P5	-7	Cytosol	C04494		43927	10,4,5,7	
hmbil	Hydroxymethylbilane	C40H38N4O17	-8	Cytosol	C01024	73023-76-4	36648	1,10,2,3,4,5,6,7,9	
3ohdcoa	3-Oxohexadecanoyl-CoA	C37H60N7O18P3S	-4	Peroxisome, Cytosol	C05259		45445	2,4,5,6,7	
rib-D	D-Ribose	C5H10O5	0	Extra-organism, Cytosol, Periplasm	C00121	50-69-1	33936	1,10,2,3,4,5,6,7,9	
crn	L-Carnitine	C7H15NO3	0	Peroxisome, Extra-organism, Cytosol, Endoplasmic Reticulum, Periplasm, Mitochondria	C00318	541-15-1	34600	1,10,2,4,5,6,7	
trptrna	L-Tryptophanyl-tRNA(Trp)	C11H11N2OR	1	Cytosol, Mitochondria	C03512		52799	5,6,9	
protrna	L-Prolyl-tRNA(Pro)	C5H8NOR	1	Cytosol	C02702		52769	4,5,6,9	
zn2	Zinc	Zn	2	Extra-organism, Cytosol, Periplasm	C00038	7440-66-6	33614	5,7,9	
4hbz	4-Hydroxybenzoate	C7H5O3	-1	Extra-organism, Cytosol, Periplasm, Mitochondria	C00156	99-96-7	34069	1,10,2,3,4,5,6	
acmana	N-Acetyl-D-mannosamine	C8H15NO6	0	Extra-organism, Cytosol, Periplasm	C00645	3615-17-6	35606	1,2,5,7,9	
tag6p-D	D-Tagatose 6-phosphate	C6H11O9P	-2	Cytosol	C01097		1439080	1,5,6,7	
melib	Melibiose	C12H22O11	0	Extra-organism, Cytosol, Periplasm	C05402	585-99-9	45736	1,5,6,7	
34hpp	3-(4-Hydroxyphenyl)pyruvate	C9H7O4	-1	Peroxisome, Cytosol, Mitochondria	C01179		37006	1,10,2,3,4,5,6,7,9	
2ombzl	2-Octaprenyl-6-methoxy-1,4-benzoquinol	C47H72O3	0	Cytosol			1446534	1,3,5	
oxag	Oxaloglutarate	C7H5O7	-3	Cytosol, Mitochondria	C05533		1445191	6	
6hmhptpp	6-hydroxymethyl-dihydropterin pyrophosphate	C7H8N5O8P2	-3	Cytosol			1447078	1,10,5,7,9	
nac	Nicotinate	C6H4NO2	-1	Extra-organism, Cytosol, Periplasm, Mitochondria	C00253	59-67-6	34401	1,10,2,4,5,6,7,9	
pppg9	Protoporphyrinogen IX	C34H38N4O4	-2	Cytosol, Mitochondria	C01079		36764	1,10,2,3,4,5,6,7	
dtbt	Dethiobiotin	C10H17N2O3	-1	Cytosol	C01909		38667	1,10,3,5,6,7,9	
4h2oglt	4-Hydroxy-2-oxoglutarate	C5H4O6	-2	Peroxisome, Cytosol, Mitochondria	C01127		36868	2,3,6	
mettrna	L-Methionyl-tRNA (Met)	C5H10NOSR	1	Cytosol, Mitochondria	C02430		227723	10,4,5,6,7,9	
2ahhmp	2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine	C7H9N5O2	0	Cytosol, Mitochondria	C01300		37313	10,3,4,6	
ttdcea	tetradecenoate (n-C14:1)	C14H25O2	-1	Peroxisome, Extra-organism, Cytosol, Periplasm	c08322		1451010	1,2,5,6	
3hddcoa	(S)-3-Hydroxydodecanoyl-CoA	C33H54N7O18P3S	-4	Peroxisome, Cytosol	C05262		45451	4,5,6,7	
hdca	Hexadecanoate (n-C16:0)	C16H31O2	-1	Peroxisome, Extra-organism, Cytosol, Endoplasmic Reticulum, Periplasm	C00249	57-10-3	34386	1,10,2,4,5,6,7	
15dap	1,5-Diaminopentane	C5H16N2	2	Extra-organism, Cytosol, Periplasm	C01672	462-94-2	38125	1,4,5,7	
3hxccoa	(S)-3-Hydroxyhexacosyl-CoA	C47H82N7O18P3S	-4	Peroxisome			1457702	6	
dtdpglu	dTDPglucose	C16H24N2O16P2	-2	Cytosol	C00842	2009-24-7	36175	1,10,2,5,9	
gp4g	P1,P4-Bis(5'-guanosyl) tetraphosphate	C20H24N10O21P4	-4	Cytosol	C01261		1484779	1,5,6	
mi1p-D	1D-myo-Inositol 1-phosphate	C6H11O9P	-2	Cytosol, Nucleus	C01177		1484840	1,10,2,5,6,7,9	
4mlacac	4-Maleylacetoacetate	C8H6O6	-2	Cytosol	C01036	5698-52-2	1485279	2,4,6	
betald	Betaine aldehyde	C5H12NO	1	Cytosol, Mitochondria	C00576		35400	1,10,2,4,5,7	
rhcys	S-Ribosyl-L-homocysteine	C9H17NO6S	0	Cytosol	C03539	37558-16-0	42044	1,10,3,5,7	
cbl1	Cob(I)alamin	C62H88CoN13O14P	-1	Extra-organism, Cytosol, Periplasm, Mitochondria	C00853	18534-66-2	36205	1,10,2,5,9	
pppn	Phenylpropanoate	C9H9O2	-1	Extra-organism, Cytosol, Periplasm	C05629	2628-17-3	46159	1,5	
mmet	S-Methyl-L-methionine	C6H14NO2S	1	Extra-organism, Cytosol, Periplasm	C03172		41336	5,6	
ddcaACP	Dodecanoyl-ACP (n-C12:0ACP)	C23H43N2O8PRS	-1	Cytosol, Mitochondria	C05223		1436978	1,2,4,5,6,7	
ocdcea	octadecenoate (n-C18:1)	C18H33O2	-1	Extra-organism, Cytosol, Periplasm	C00712		1451011	1,10,2,5,6,7	
lipa_cold	cold adapted KDO(2)-lipid (A)	C114H202N2O39P2	-6	Extra-organism, Cytosol, Periplasm			1485766	1,5	
ap4g	P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate	C20H24N10O20P4	-4	Cytosol			1516843	6	
glucys	gamma-L-Glutamyl-L-cysteine	C8H13N2O5S	-1	Cytosol	C00669	686-58-8	35655	1,10,2,4,5,6	
uaagtmda	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutaminyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	C95H154N9O27P2	-3	Cytosol	C05899		46793	10	
citr-L	L-Citrulline	C6H13N3O3	0	Cytosol, Mitochondria	C00327	372-75-8	34627	1,10,2,3,4,5,6,7,9	
pre8	Precorrin 8	C45H53N4O14	-7	Cytosol	C06408		1800232	10,4	
formh4spt	formyltetrahydrosarcinapterin	C36H48N7O20P1	-4	Cytosol			1800343	9	
succoa	Succinyl-CoA	C25H35N7O19P3S	-5	Cytosol, Mitochondria	C00091	604-98-8	33820	1,10,2,3,4,5,6,7,8,9	
mma	Methylamine	C1H6N	1	Extra-organism, Cytosol	C00218		1800349	2,9	
Asn-X-Ser/Thr	protein-linked asparagine residue (N-glycosylation site)	XH	0	Endoplasmic Reticulum, Lysosome			1821398	2	
m8mpdol_L	(alpha-D-Mannosyl)8-beta-D-mannosyl-diacetylchitobiosyldiphosphodolichol, human liver homolog	C1780H2928N20O620P20	-20	Endoplasmic Reticulum			1809518	2	
6pthp	6-Pyruvoyl-5,6,7,8-tetrahydropterin	C9H11N5O3	0	Cytosol, Nucleus	C03684		42328	2,7,9	
plys_SA2	Phosphatidyllysine_SA2	C1860H3715N100O242P50	0	Cytosol			1840488	7	
3hdpgpi	2-O-(3'-hydroxyl)phytanyl-3-O-phytanyl-sn-glycero-1-phospho-myo-inositol	C49H98O12P1	-1	Cytosol			1842623	9	
l2n2m2mn	de-Fuc, reducing GlcNAc removed, de-Sia form of PA6 (w/o peptide linkage)	C54H91N3O41	0	Cytosol, Lysosome			1862524	2	
udpacgal	UDP-N-acetyl-D-galactosamine	C17H25N3O17P2	-2	Extra-organism, Golgi Apparatus, Cytosol, Endoplasmic Reticulum, Periplasm, Lysosome	C00203	None	34247	2,5,6,7	
core4	Core 4	C24H40N3O15X	0	Golgi Apparatus			1885372	2	
core6	Core 6	C16H27N2O10X	0	Golgi Apparatus, Lysosome			1885374	2	
4kfbp	4-ketofructose 1,6-bisphosphate	C6H8O12P2	-4	Cytosol			1898594	9	
malt	Maltose	C12H22O11	0	Extra-organism, Cytosol, Periplasm, Lysosome	C00208	69-79-4	34261	1,10,2,5,6,7	
xoltri27	7-alpha,27-Dihydroxycholesterol	C27H46O3	0	Extra-organism, Cytosol, Endoplasmic Reticulum	C06341	59-31-4	48023	2	
48dhoxquin	4,8-Dihydroxyquinoline	C9H7NO2	0	Cytosol	C05637	552-58-9	46171	2	
adprib	ADPribose	C15H21N5O14P2	-2	Extra-organism, Cytosol, Mitochondria	C00301		34547	2,5,6,7	
prgnlone	Pregnenolone	C21H32O2	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C01953	145-13-1	38769	2	
selmeth	Selenomethionine	C5H11NO2Se	0	Cytosol	C05335	64-04-0	45598	2,4	
acgal	N-Acetyl-D-galactosamine	C8H15NO6	0	Extra-organism, Golgi Apparatus, Cytosol, Periplasm, Lysosome	C01132	14215-68-0	36880	2,5	
dak2gpe_hs	1-alkenyl 2-acylglycerol 3-phosphoethanolamine plasmalogen (homo sapiens)	C7H14O5NPFULLRFULLR2CO	0	Cytosol			2255861	2	
acn13acngalgbside_hs	sialyl (1,3) sialyl (2,6) galactosylgloboside (homo sapiens)	C72H121N4O43FULLRCO	-2	Extra-organism, Golgi Apparatus, Cytosol			2266492	2	
ksii_core4_pre9	keratan sulfate II biosynthesis, precursor 9	C83H133N7O64S2X	-3	Golgi Apparatus			2299224	2	
dhdascb	Dehydroascorbate	C6H6O6	0	Extra-organism, Cytosol	C00425	490-83-5	34945	2	
estradiolglc	estradiol glucuronide	C24H32O8	0	Extra-organism, Cytosol, Endoplasmic Reticulum			2304841	2	
lnlc	linoleic acid (all cis C18:2) n-6	C18H31O2	-1	Extra-organism, Cytosol	C01595	60-33-3	37956	2	
murein5p5p	two linked disacharide pentapeptide murein units (uncrosslinked, middle of chain)	C80H124N16O42	-4	Periplasm			2327731	5	
cmp	CMP	C9H12N3O8P	-2	Extra-organism, Golgi Apparatus, Cytosol, Nucleus, Periplasm, Mitochondria, Lysosome	C00055		33689	1,10,2,3,4,5,6,7,9	
dtmp	dTMP	C10H13N2O8P	-2	Extra-organism, Cytosol, Periplasm, Mitochondria, Lysosome	C00364	365-07-1	34753	1,10,2,3,4,5,6,7,9	
ethso3	ethanesulfonate	C2H5O3S	-1	Extra-organism, Cytosol, Periplasm			2380360	4,5	
cpgn-un	coprogen unloaded (no Fe(III))	C35H52N6O13	-4	Extra-organism, Cytosol, Periplasm			2391021	5	
hpdcacoa	heptadecanoyl coa	C38H64N7O17P3S	-4	Cytosol, Mitochondria			2415330	2	
cs_e_deg2	chondroitin sulfate E (GalNAc4,6diS-GlcA), degradation product 2	C45H66N2O49S4	-6	Lysosome			2416314	2	
pepslys	peptide sans lysine	X	0	Endoplasmic Reticulum			2418619	2	
3sala	3-Sulfino-L-alanine	C3H5NO4S	-2	Cytosol, Mitochondria	C00606	1115-65-7	35482	2,5	
fucgal14acglcgalgluside_hs	Lacto-N-fucopentaosyl III ceramide	C50H89N2O26FULLRCO	0	Extra-organism, Golgi Apparatus, Cytosol			2419362	2	
9-cis-retfa	fatty acid 9-cis-retinol	C20H29OFULLR2CO	0	Extra-organism, Cytosol			2430287	2	
lneldccoa	linoelaidyl coenzyme A	C39H62N7O17P3S	-4	Cytosol, Mitochondria			2218571	2	
tmndnccoa	timnodonyl coenzyme A	C41H60N7O17P3S	-4	Peroxisome, Cytosol, Mitochondria			2218824	2	
3ohexACP	3-Oxohexanoyl-[acyl-carrier protein]	C17H29N2O9PRS	-1	Cytosol	C05746	7783-08-6	46393	4,5	
cdpdodecg	CDP-1,2-dioctadecanoylglycerol	C48H87N3O15P2	-2	Cytosol	C00269		2617625	10,4,5	
1ddecg3p	1-dodecanoyl-sn-glycerol 3-phosphate	C15H29O7P1	-2	Cytosol, Periplasm	C00681		2618934	4,5	
pgp180	Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)	C42H81O13P2	-3	Cytosol, Periplasm	C03892		2617781	4,5	
5adtststerone	5alpha-Dihydrotestosterone	C19H30O2	0	Extra-organism, Cytosol, Endoplasmic Reticulum	C03917	521-18-6	42776	2	
uggmd	UDP-N-glycolylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	C35H51N7O27P2	-4	Cytosol			2975379	10	
s	Sulfur	S	0	Extra-organism, Cytosol	C00087	7704-34-9	33802	10,5,6,7,9	
igam	1D-myo-inositol 2-deoxy-D-glucopyranoside	C12H24NO10	1	Cytosol			2977299	10	
thp2c	2,3,4,5-Tetrahydropyridine-2-carboxylate	C6H8NO2	-1	Peroxisome, Cytosol	C00450		35015	2,4	
fer	Ferulate	C10H9O4	-1	Extra-organism, Cytosol, Periplasm	C01494	1135-24-6	37725	4	
4hbald	4-Hydroxybenzaldehyde	C7H6O2	0	Cytosol	C00633	123-08-0	35548	4	
g3p	Glyceraldehyde 3-phosphate	C3H5O6P	-2	Cytosol	C00118	142-10-9	35637	1,10,2,3,4,5,6,7,8,9	
adpglc	ADPglucose	C16H23N5O15P2	-2	Cytosol	C00498		35161	1,10,2,5,7	
nadp	Nicotinamide adenine dinucleotide phosphate	C21H25N7O17P3	-3	Peroxisome, Extra-organism, Cytosol, Endoplasmic Reticulum, Nucleus, Mitochondria	C00006	53-59-8	33488	1,10,2,3,4,5,6,7,8,9	
acg5sa	N-Acetyl-L-glutamate 5-semialdehyde	C7H10NO4	-1	Cytosol, Mitochondria	C01250	None	37191	1,10,2,4,5,6,7,9	
2ahbut	(S)-2-Aceto-2-hydroxybutanoate	C6H9O4	-1	Cytosol, Mitochondria	C06006		35632	1,10,3,4,5,6,7,9	
phe-L	L-Phenylalanine	C9H11NO2	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C00079	63-91-2	33775	1,10,2,3,4,5,6,7,9	
thym	Thymine	C5H6N2O2	0	Extra-organism, Cytosol, Periplasm	C00178	65-71-4	34151	1,10,2,5,6,9	
ipdp	Isopentenyl diphosphate	C5H9O7P2	-3	Peroxisome, Cytosol	C00129		33956	1,10,2,3,4,5,6,7,9	
hepdp	all-trans-Heptaprenyl diphosphate	C35H57O7P2	-3	Cytosol	C04216		43377	7	
5apru	5-Amino-6-(5'-phosphoribosylamino)uracil	C9H13N4O9P	-2	Cytosol	C01268		37234	1,10,3,4,5,6,7	
4mpetz	4-Methyl-5-(2-phosphoethyl)-thiazole	C6H8NO4PS	-2	Cytosol	C04327		43602	1,10,3,5,6,7,9	
oc2coa	trans-Oct-2-enoyl-CoA	C29H44N7O17P3S	-4	Cytosol	C05276		45482	4,5,7	
salc6p	Salicin 6-phosphate	C13H17O10P	-2	Cytosol	C06188		47610	7	
tre6p	alpha,alpha'-Trehalose 6-phosphate	C12H21O14P	-2	Cytosol	C00689	4484-88-2	35708	1,10,5,6,7	
uAgla	UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine	C40H62N9O26P2	-3	Cytosol	C04846		44680	10	
23dhmp	(R)-2,3-Dihydroxy-3-methylpentanoate	C6H11O4	-1	Cytosol, Mitochondria	C06007		43150	1,10,3,4,5,6,7,9	
prlp	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide	C15H21N5O15P2	-4	Cytosol	C04916		44913	1,10,4,5,6,7,9	
alltt	Allantoate	C4H7N4O4	-1	Extra-organism, Cytosol	C00499	99-16-1	35164	1,5,6	
4hpro-LT	trans-4-Hydroxy-L-proline	C5H9NO3	0	Cytosol, Endoplasmic Reticulum, Mitochondria	C01157	51-35-4	36935	2,3,6	
q6h2	Ubiquinol-6	C39H60O4	0	Mitochondria			1449636	6	
td2coa	trans-Tetradec-2-enoyl-CoA	C35H56N7O17P3S	-4	Peroxisome, Cytosol	C05273		45476	4,5,6,7	
cer1_24	Ceramide-1 (Sphinganine:n-C24:0)	C42H85NO3	0	Cytosol			1454108	6	
ipc124_SC	Inositol phosphorylceramide, ceramide-1 (24C), yeast-specific	C4800H9500N100O1100P100	-100	Cytosol			1454231	6	
dhcinnm	2,3-dihydroxicinnamic acid	C9H7O4	-1	Cytosol	C12623		1472265	1,5	
eca_EC	Enterobacterial common antigen polysaccharide (Ecoli)	C24H36N3O15	-1	Cytosol			1483757	1	
23doguln	2,3-Dioxo-L-gulonate	C6H7O7	-1	Cytosol	C04575		45750	1,2,5	
ap5a	P1,P5-Bis(5'-adenosyl) pentaphosphate	C20H24N10O22P5	-5	Cytosol	C04058	4637-56-3	43056	1,5	
maltpt	Maltopentaose	C30H52O26	0	Extra-organism, Cytosol, Periplasm			1486099	1,10,5	
zym_int1	zymosterol intermediate 1	C28H44O3	0	Cytosol			1454800	6	
cyan	Hydrogen cyanide	CHN	0	Extra-organism, Cytosol, Periplasm, Mitochondria	C01326	57-12-5	34146	1,10,2,5	
thfglu	Tetrahydrofolyl-[Glu](2)	C24H27N8O9	-3	Cytosol	C09332		1449191	10,6,7	
doldp_U	Dolichol diphosphate, human uterine homolog	C1025H1670O70P20	-30	Endoplasmic Reticulum			1809267	2	
dolmanp_L	Dolichyl phosphate D-mannose, human liver homolog	C1140H1868O90P10	-10	Cytosol, Endoplasmic Reticulum			1809321	2	
iasp	Iminoaspartate	C4H3NO4	-2	Cytosol	C05840		46611	1,10,3,4,5,6,9	
3mbdhl	S-(3-Methylbutanoyl)-dihydrolipoamide	C13H25NO2S2	0	Cytosol	C05119	59865-13-3	45148	7	
copre5	cobalt-precorrin 5	C45H45N4O16Co	-7	Cytosol	C11541		1838354	10,9	
adcobhex	adenosyl-cobyric acid	C55H76CoN15O11	0	Cytosol	C06507		1787686	10,4,7,9	
s2l2n2m2m	de-Fuc form of PA6 (w/o peptide linkage)	C84H136N6O62	-2	Cytosol, Lysosome			1862478	2	
phaccoa	Phenylacetyl-CoA	C29H38N7O17P3S	-4	Cytosol	C00582		35419	1,2,4,5,9	
cbl1hbi	Cob(I)alamin-HBI	C60H84CoN13O15P	-1	Extra-organism, Cytosol			1915533	9	
fe3dcit	Fe(III)dicitrate	C12H10FeO14	-3	Extra-organism, Periplasm	C06229		47712	5	
unknown_cbl1deg	unknown degradation product of cbl1 for adocbl-HBI synthesis	C14H16N2O6P1	-1	Extra-organism, Cytosol			1915520	9	
triodthy	Triiodothyronine	C15H12I3NO4	0	Extra-organism, Cytosol	C02465	6893-02-3	39878	2	
f5hoxkyn	Formyl-5-hydroxykynurenamine	C10H13N2O3	1	Cytosol	C05647	2208-41-5	46193	2	
lald-D	D-Lactaldehyde	C3H6O2	0	Cytosol, Mitochondria	C00937	None	36414	2,5	
cholcoar	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoyl-CoA	C48H76N7O20P3S	-4	Peroxisome, Endoplasmic Reticulum	C04760	745-65-3	44498	2	
phyQ	Phylloquinone	C31H46O2	0	Extra-organism, Cytosol	C02059	84-80-0	39000	2	
pglyc_hs	phosphatidylglycerol (homo sapiens)	C6H12O6PFULLRCO2FULLR2CO2	-1	Extra-organism, Cytosol			2262846	2	
3hmbcoa	(S)-3-Hydroxy-2-methylbutyryl-CoA	C26H40N7O18P3S	-4	Cytosol, Mitochondria	C04405		43751	2,4	
bvite	beta-tocopherol	C28H48O2	0	Extra-organism, Cytosol			2296531	2	
hs_pre5	heparan sulfate, precursor 5	C59H89N3O47X	-3	Golgi Apparatus			2301801	2	
thcys	Thiocysteine	C3H7NO2S2	0	Cytosol	C01962	40524-74-1	38786	2	
3aib	L-3-Amino-isobutanoate	C4H9NO2	0	Extra-organism, Cytosol, Mitochondria	C03284	1758-80-1	41559	2	
crnDcoa	D-carnitinyl-CoA	C28H46N8O18P3S	-3	Cytosol			2386261	5	
cu	Cu+	Cu	1	Extra-organism, Cytosol, Periplasm	c00070		2323762	5	
glcur1p	D-Glucuronate 1-phosphate	C6H8O10P	-3	Extra-organism, Cytosol, Periplasm	C05385		45711	2,5	
Rtotal	R total	CO2FULLR	-1	Peroxisome, Extra-organism, Cytosol, Lysosome			2220351	2	
ksi_deg12	keratan sulfate I, degradation product 12	C174H279N12O153S9	-9	Lysosome			2416926	2	
lnlccrn	Linoleyl carnitine	C25H45NO4	0	Cytosol, Mitochondria			2614398	2	
lnlncgcrn	gamma-linolenyl carnitine	C25H43NO4	0	Cytosol, Mitochondria			2614408	2	
3ooctACP	3-Oxooctanoyl-[acyl-carrier protein]	C19H33N2O9PRS	-1	Cytosol	C05750	7783-08-6	46407	4,5	
pgp120	Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)	C30H57O13P2	-3	Cytosol, Periplasm	C03892		2618947	4,5	
trnasecys	tRNA(SeCys)	R	0	Cytosol			1899582	5	
arachACP	eicosanoyl-ACP (n-C20:0)	C31H59N2O8PRS	-1	Cytosol			2215916	10	
rrppdima	rhamnose rhamnose phenol phthiocerol dimycocerosate (Mtb)	C111H208O14	0	Cytosol			3115995	10	
sl1	sulfonated tetra-acyl trehalose	C149H287O18S	-1	Cytosol			3095756	10	
mal-D	D-Malate	C4H4O5	-2	Extra-organism, Cytosol, Periplasm	C00497	636-61-3	35157	5	
dmarach	di-methyl arachic acid	C22H43O2	-1	Cytosol			3093390	10	
cl	Chloride	Cl	-1	Extra-organism, Cytosol, Periplasm	C00698		50130	10,2,5,9	
lys-D	D-Lysine	C6H15N2O2	1	Cytosol	C00739	923-27-3	35843	4	
ccmuac	cis,cis-Muconate	C6H4O4	-2	Cytosol	C02480	505-70-4	39917	4	
skm5p	Shikimate 5-phosphate	C7H8O8P	-3	Cytosol	C03175		41343	1,10,3,4,5,6,7,9	
23ddhb	2,3-Dihydro-2,3-dihydroxybenzoate	C7H7O4	-1	Cytosol	C04171		43290	1,5	
uGgl	UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine	C34H52N7O24P2	-3	Cytosol	C05892		46774	10	
fa9	Fatty acid (Iso-C17:1)	C17H31O2	-1	Cytosol			246175	7	
2omph_5	2-Octaprenyl-6-methoxyphenol (5 repeating units)	C37H56O2	0	Cytosol, Nucleus, Mitochondria			1449685	6	
