abbreviation	name	synonyms	equation	compartment	ecnumber	reversible	translocation	internal_id	found in: 1) E. coli iJR904; 2) H. sapiens Recon 1; 3) H. pylori iIT341; 4) P. putida iJN746; 5) E. coli iAF1260; 6) S. cerevisiae iND750; 7) S. aureus iSB619; 8) E. coli textbook; 9) M. barkeri iAF692; 10) M. tuberculosis iNJ661; 	
SUCFUMtpp	succinate:fumarate antiporter (periplasm)		fum[p] + succ[c] <==> fum[c] + succ[p]	Cytosol, Periplasm		Reversible	Y	1912774	5	
MLTG5	Maltodextrin glucosidase (maltoheptaose)		[c] : h2o + malthp --> glc-D + malthx	Cytosol		Irreversible	N	1486101	1,5	
UAAGLS1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-lysine synthetase (alpha-glutamate)		[c] : atp + lys-L + uamag --> adp + h + pi + uAgl	Cytosol	6.3.2.7	Irreversible	N	1553949	10	
EAR60x	enoyl-[acyl-carrier-protein] reductase (NADH) (n-C6:0)	NADH-specific enoyl-ACP reductase;, enoyl-[acyl-carrier-protein] reductase (NADH2), NADH-enoyl acyl carrier protein reductase;, enoyl-[acyl carrier protein] reductase;, enoyl-ACP reductase;	[c] : h + nadh + thex2eACP --> hexACP + nad	Cytosol	1.3.1.9	Irreversible	N	2616293	5	
CHSTEROLt1	cholesterol intracellular transport		chsterol[l] <==> chsterol[m]	Mitochondria, Lysosome		Reversible	Y	2377109	2	
MACOXO	3-Methylimidazole acetaldehyde:NAD+ oxidoreductase		[c] : 3mldz + h2o + nad --> 3mlda + (2) h + nadh	Cytosol	1.2.1.5	Irreversible	N	2169359	2	
G6Pt6_2	Glucose-6-phosphate transport via phosphate antiport		g6p[e] + (2) pi[c] --> g6p[c] + (2) pi[e]	Extra-organism, Cytosol		Irreversible	Y	1487409	1	
DOPAt4(2)r	Dopamine reversible transport in via sodium symport (1:2)		dopa[e] + (2) na1[e] <==> dopa[c] + (2) na1[c]	Extra-organism, Cytosol		Reversible	Y	2307683	2	
ABO3g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	(B transferase), NAGAT, Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase, (EC 2.4.1.40), Glycoprotein-fucosylgalactoside alpha-galactosyltransferase, (Histo-blood group A transferase), (EC 2.4.1.37), (A transferase), (Fucosylglycoprotein 3-alpha-galactosyltransferase), (Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase), (Histo-blood group B transferase)	[g] : fuc12gal14acglcgalgluside_hs + udpgal --> galfuc12gal14acglcgalgluside_hs + h + udp	Golgi Apparatus		Irreversible	N	2419786	2	
FACOAL60t2pp	fatty-acid-CoA ligase (hexanoate transport via vectoral Co-A coupling)		atp[c] + coa[c] + h[p] + hxa[p] --> amp[c] + h[c] + hxcoa[c] + ppi[c]	Cytosol, Periplasm	6.2.1.3	Irreversible	Y	2373213	4,5	
TETTET6CRNt	transport into the mitochondria (carnitine)		tettet6crn[c] --> tettet6crn[m]	Cytosol, Mitochondria		Irreversible	Y	2614578	2	
FAO141p_even	fatty acid oxidation		[x] : (6) coa + (6) h2o + (6) nad + nadph + (6) o2 + tdecoa --> (7) accoa + (5) h + (6) h2o2 + (6) nadh + nadp	Peroxisome		Irreversible	N	1459474	6	
SERGLNNaEx	L-serine/L-glutamine Na-dependent exchange (Ser-L in)		gln-L[c] + na1[e] + ser-L[e] --> gln-L[e] + na1[c] + ser-L[c]	Extra-organism, Cytosol		Irreversible	Y	2305739	2	
KSIt	keratan sulfate I transport, golgi to extracellular		ksi[g] --> ksi[e]	Extra-organism, Golgi Apparatus		Irreversible	Y	2423040	2	
QRr	Quinone reductase		[c] : h + nadph + q <==> nadp + qh2	Cytosol	1.6.5.5	Reversible	N	2970517	10	
ST3GAL23g	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus	Gal-NAc6S, ST3Gal II, ST3GalA.2, Alpha 2,3-ST, Beta-galactoside alpha-2,3-sialyltransferase, SIAT4-B, Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase	[g] : cmpacna + gd1b_hs --> cmp + gt1b_hs + h	Golgi Apparatus		Irreversible	N	2267690	2	
GALT	galactose-1-phosphate uridylyltransferase		[c] : gal1p + h + utp <==> ppi + udpgal	Cytosol	2.7.7.10	Reversible	N	136543	10,2,6,9	
PA_HSter	phosphatidate scramblase		pa_hs[c] <==> pa_hs[r]	Endoplasmic Reticulum, Cytosol		Reversible	Y	2429400	2	
XTSNH	Xanthosine hydrolase		[c] : h2o + xtsn --> rib-D + xan	Cytosol	3.2.2.8	Irreversible	N	1771673	4,5	
EBASTINEtr	xenobiotic transport		ebastine[r] <==> ebastine[c]	Endoplasmic Reticulum, Cytosol		Reversible	Y	2704687	2	
ST8SIA54g	Beta-galactoside alpha-2,3-sialyltransferase	sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase), ST8Sia, ganglioside GT3 synthase, (Ganglioside GT3 synthase) (Alpha-2,8- sialyltransferase 8A) (ST8Sia I), GD3S, SIAT8, ganglioside-specific alpha-2,8-polysialyltransferase, sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase) A, sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase), ganglioside GD3 synthase, ST8SiaI, disialoganglioside (GD3) synthase, Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase  (Ganglioside GD3 synthase)	[g] : cmpacna + gm1b_hs --> cmp + gd1c_hs + h	Golgi Apparatus	2.4.99.8	Irreversible	N	2267405	2	
FRUpts2pp	Fructose transport via PEP:Pyr PTS (f6p generating) (periplasm)		fru[p] + pep[c] --> f6p[c] + pyr[c]	Cytosol, Periplasm		Irreversible	Y	1912222	5	
ADCim	Acetoacetate decarboxylation (irreversible), mitochondrial		[m] : acac + h --> acetone + co2	Mitochondria	4.1.1.4	Irreversible	N	2255099	2	
ALARi	alanine racemase (irreversible)		[c] : ala-L --> ala-D	Cytosol	5.1.1.1	Irreversible	N	1439455	1	
SRB_Lt	L-sorbose reversible transport		srb-L[e] <==> srb-L[c]	Extra-organism, Cytosol		Reversible	Y	1457013	6	
IPDDI3x	isopentenyl diphosphate isomerase (type3)		[c] : f420-2 + h + ipdp + nadh --> dmpp + f420-2h2 + nad	Cytosol		Irreversible	N	1917417	9	
IDOURtly	iduronate transport into lysososme		h[c] + idour[c] <==> h[l] + idour[l]	Cytosol, Lysosome		Reversible	Y	2422876	2	
DNDPt55m	dCTP transport via ADP antiport		adp[m] + dctp[c] --> adp[c] + dctp[m]	Cytosol, Mitochondria		Irreversible	Y	2274829	2	
AKGt2n	2-oxoglutarate nuclear transport via proton symport		akg[c] + h[c] <==> akg[n] + h[n]	Nucleus, Cytosol		Reversible	Y	1457971	6	
LTC4CP	Leukotriene C4 carboxypeptidase		[c] : h2o + leuktrC4 <==> gly + leuktrF4	Cytosol	2.3.2.2	Reversible	N	2705822	2	
G5SD2	glutamate-5-semialdehyde dehydrogenase	g-glutamyl phosphate reductase, beta-glutamylphosphate reductase, glutamate semialdehyde dehydrogenase, glutamate-g-semialdehyde dehydrogenase	[c] : glu5p + h + nadh --> glu5sa + nad + pi	Cytosol	1.2.1.41	Irreversible	N	1446586	10,6,9	
GLYCLTtex	glycolate transport via diffusion (extracellular to periplasm)		glyclt[e] <==> glyclt[p]	Extra-organism, Periplasm		Reversible	Y	1915907	4,5	
P4502C19	cytochrome P450 2C19	CYPIIC19, CYPIIC17, P450-11A, P450-254C, Mephenytoin 4-hydroxylase	[c] : h + nadph + o2 + omeprazole --> 5homeprazole + h2o + nadp	Cytosol		Irreversible	N	2302648	2	
AMMQT8_2	S-adenosylmethione:2-demethylmenaquinone methyltransferase		[c] : 2dmmq8 + amet --> ahcys + h + mqn8	Cytosol		Irreversible	N	1446741	1,10	
H5MTer_L	H5 mannosyltransferase, endoplasmic reticulum		[r] : (0.1) dolmanp_L + emgacpail_hs --> (0.1) dolp_L + h + memgacpail_hs	Endoplasmic Reticulum		Irreversible	N	2288888	2	
KARA2im	ketol-acid reductoisomerase (2-Aceto-2-hydroxybutanoate), mitochondrial		[m] : 2ahbut + h + nadph --> 23dhmp + nadp	Mitochondria	1.1.1.86	Irreversible	N	1445156	6	
DUTPDP	dUTP diphosphatase		[c] : dutp + h2o --> dump + h + ppi	Cytosol	3.6.1.23	Irreversible	N	144562	1,10,3,4,5,6	
DURIK1m	deoxyuridine kinase (ATP:Deoxyuridine), mitochondrial		[m] : atp + duri --> adp + dump + h	Mitochondria		Irreversible	N	2215384	2	
6PGLter	6-phospho-D-glucono-1,5-lactone endoplasmic reticular transport via diffusion		6pgl[c] <==> 6pgl[r]	Endoplasmic Reticulum, Cytosol		Reversible	Y	1461439	6	
FPGS7	folylpolyglutamate synthetase (10fthf)		[c] : 10fthf + (4) atp + (4) glu-L --> 10fthf5glu + (4) adp + (4) h + (4) pi	Cytosol	6.3.2.17	Irreversible	N	2304270	2	
GPDDA2pp	Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine)		[p] : g3pe + h2o --> etha + glyc3p + h	Periplasm	3.1.4.46	Irreversible	N	2208160	5	
ALLtex	Allose transport via diffusion (extracellular to periplasm)		all-D[e] <==> all-D[p]	Extra-organism, Periplasm		Reversible	Y	1915075	5	
DNDPt49m	dTTP transport via dADP antiport		dadp[m] + dttp[c] --> dadp[c] + dttp[m]	Cytosol, Mitochondria		Irreversible	Y	2274795	2	
GLCTR2	glucosyltransferase II (LPS core synthesis)		[c] : gagicolipa + udpg --> ggagicolipa + h + udp	Cytosol		Irreversible	N	2375084	5	
THYMt3pp	thymine transport out via proton antiport (periplasm)		h[p] + thym[c] --> h[c] + thym[p]	Cytosol, Periplasm		Irreversible	Y	3138654	5	
QULNS [deleted 07/26/2004  03:18:48 PM]	quinolinate synthase		[c] : dhap + iasp --> h + (2) h2o + pi + quln	Cytosol		Irreversible	N	1529367	1,6	
DGSNtm	deoyguanosine transport in mitochondria		dgsn[c] <==> dgsn[m]	Cytosol, Mitochondria		Reversible	Y	2794766	2	
GLU5K	glutamate 5-kinase		[c] : atp + glu-L --> adp + glu5p	Cytosol	2.7.2.11	Irreversible	N	139105	1,10,4,5,6,9	
G14T3g	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi	thyroid glycoprotein beta-galactosyltransferase, beta-N-acetyl-beta1-4-galactosyltransferase, glycoprotein 4-beta-galactosyl-transferase, UDP-galactose-glycoprotein galactosyltransferase, thyroid galactosyltransferase, glycoprotein beta-galactosyltransferase, uridine diphosphogalactose-glycoprotein galactosyltransferase	[g] : ksii_core2_pre3 + udpgal --> h + ksii_core2_pre4 + udp	Golgi Apparatus	2.4.1.38	Irreversible	N	2296717	2	
DOLICHOL_Lter	dolichol diffusion, human (liver)		(0.1) dolichol_L[r] <==> (0.1) dolichol_L[c]	Endoplasmic Reticulum, Cytosol		Reversible	Y	1809235	2	
VLCS2r	Very-long-chain-fatty-acid-CoA ligase	hFACVL1, Very-long-chain acyl-CoA synthetase, very-long-chain acyl-CoA synthetase, VLCS, VLACS	[r] : atp + coa + dhcholestanate --> amp + dhcholestancoa + ppi	Endoplasmic Reticulum	6.2.1.7	Irreversible	N	2389596	2	
ABO8g	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)	(B transferase), NAGAT, Glycoprotein-fucosylgalactoside alpha-N-acetylgalactosaminyltransferase, (EC 2.4.1.40), Glycoprotein-fucosylgalactoside alpha-galactosyltransferase, (EC 2.4.1.37), (Histo-blood group A transferase), (A transferase), (Fucosylglycoprotein 3-alpha-galactosyltransferase), (Fucosylglycoprotein alpha-N-acetylgalactosaminyltransferase), (Histo-blood group B transferase)	[g] : fucgalacglcgal14acglcgalgluside_hs + udpgal --> galfucgalacglcgal14acglcgalgluside_hs + h + udp	Golgi Apparatus		Irreversible	N	2420011	2	
MAN1PT2r	mannose-1-phosphate guanylyltransferase (GDP) reversible		[c] : gdp + h + man1p <==> gdpmann + pi	Cytosol	2.7.7.22	Reversible	N	1491808	3,9	
FE2tm	iron (II) transport		fe2[c] + h[c] --> fe2[m] + h[m]	Cytosol, Mitochondria		Irreversible	Y	1639704	2	
AOBUTDs	L-2-amino-3-oxobutanoate decarboxylation (spontaneous)		[c] : 2aobut + h --> aact + co2	Cytosol		Irreversible	N	204812	5	
ACLS	acetolactate synthase		[c] : h + (2) pyr --> alac-S + co2	Cytosol	4.1.3.18	Irreversible	N	139656	1,10,4,5,7,9	
PRASCSi	phosphoribosylaminoimidazolesuccinocarboxamide synthase		[c] : 5aizc + asp-L + atp --> 25aics + adp + h + pi	Cytosol	6.3.2.6	Irreversible	N	1758599	5	
IPDDI	isopentenyl-diphosphate D-isomerase		[c] : ipdp <==> dmpp	Cytosol	5.3.3.2	Reversible	N	199294	10,4,5,6,7	
ALDD2y	aldehyde dehydrogenase (acetaldehyde, NADP)		[c] : acald + h2o + nadp --> ac + (2) h + nadph	Cytosol	1.2.1.4	Irreversible	N	137175	2,5,6	
SERTHRNaEx	L-serine/L-threonine Na-dependent exchange (Ser-L in)		na1[e] + ser-L[e] + thr-L[c] --> na1[c] + ser-L[c] + thr-L[e]	Extra-organism, Cytosol		Irreversible	Y	2305661	2	
SPRMti	spermine irreversible uniport		sprm[e] --> sprm[c]	Extra-organism, Cytosol		Irreversible	Y	1447037	6	
TREH	alpha,alpha-trehalase		[c] : h2o + tre --> (2) glc-D	Cytosol	3.2.1.28	Irreversible	N	224352	1,2,5,6	
GALCTtex	D-galactarte transport via diffusion (extracellular to periplasm)		galct-D[e] <==> galct-D[p]	Extra-organism, Periplasm		Reversible	Y	1915239	5	
FA140tp	fatty acid peroxisomal transport		ttdca[c] --> ttdca[x]	Peroxisome, Cytosol		Irreversible	Y	1459889	6	
AADSACYCL	2-Aminoadipate 6-semialdehyde		[c] : h + h2o + thp2c <==> L2aadp6sa	Cytosol		Reversible	N	3434835	4	
2AGPE181tipp	2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) transporter via facilitated diffusion (periplasm)		2agpe181[p] --> 2agpe181[c]	Cytosol, Periplasm		Irreversible	Y	2707436	5	
LPPGS	LPPG synthetase		[c] : 2plac-L + gtp + h --> lppg + ppi	Cytosol		Irreversible	N	1898000	9	
ASNGLNNaEx	L-glutamine/L-asparagine Na-dependent exchange (Asn-L in)		asn-L[e] + gln-L[c] + na1[e] --> asn-L[c] + gln-L[e] + na1[c]	Extra-organism, Cytosol		Irreversible	Y	2305834	2	
FACOAL141p	fatty-acid--CoA ligase (tetradecenoate), peroxisomal		[x] : atp + coa + ttdcea <==> amp + ppi + tdecoa	Peroxisome	6.2.1.3	Reversible	N	1451872	6	
PStv_SC	phosphatidylserine vacuolar transport, yeast-specific		ps_SC[c] <==> ps_SC[v]	Vacuole, Cytosol		Reversible	Y	1460198	6	
AMID2	amidase		[c] : h2o + pad --> nh4 + pac	Cytosol	3.5.1.4	Irreversible	N	1529959	3,6	
EAR60y	enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C6:0)	NADH-specific enoyl-ACP reductase;, enoyl-[acyl-carrier-protein] reductase (NADH2), NADH-enoyl acyl carrier protein reductase;, enoyl-ACP reductase;, enoyl-[acyl carrier protein] reductase;	[c] : h + nadph + thex2eACP --> hexACP + nadp	Cytosol	1.3.1.10	Irreversible	N	2616370	4,5	
GTHRDHpp	glutathione hydralase (periplasmic)		[p] : gthrd + h2o --> cgly + glu-L	Periplasm		Irreversible	N	2704876	5	
G3PD1ir	glycerol-3-phosphate dehydrogenase (NAD)		[c] : dhap + h + nadh --> glyc3p + nad	Cytosol	1.1.1.8	Irreversible	N	1452349	6	
UDPGALtg	UDP-Gal Golgi transport via CMP antiport		udpgal[c] + ump[g] <==> udpgal[g] + ump[c]	Golgi Apparatus, Cytosol		Reversible	Y	2322782	2	
4MOPt2im	4-methyl-2-oxopentanoate mitochondrial transport  via proton symport		4mop[c] + h[c] --> 4mop[m] + h[m]	Cytosol, Mitochondria		Irreversible	Y	2372654	2	
PSSA140	Phosphatidylserine syntase (n-C14:0)	cytidine diphosphoglyceride-serine O-phosphatidyltransferase;, CDP-diglyceride:serine phosphatidyltransferase;, O-phosphatidyltransferase, cytidine 5'-diphospho-1,2-diacyl-sn-glycerol, CDPdiglyceride-serine O-phosphatidyltransferase;, PS synthase;, phosphatidylserine synthetase;, CDP-diacylglycerol-serine O-phosphatidyltransferase;, (CDPdiglyceride):L-serine O-phosphatidyltransferase;, phosphatidylserine synthase;, CDP-diglyceride-L-serine phosphatidyltransferase;, cytidine 5'-diphospho-1,2-diacyl-sn-glycerol:L-serine, CDP-diacylglycerol-L-serine O-phosphatidyltransferase;	[c] : cdpdtdecg + ser-L --> cmp + h + ps140	Cytosol	2.7.8.8	Irreversible	N	2617971	5	
DOLPMTcer	Dolichyl-phosphate D-mannosyltransferase		dolp[c] + gdpmann[c] --> dolmanp[r] + gdp[c]	Endoplasmic Reticulum, Cytosol	2.4.1.83	Irreversible	Y	1530361	6	
HIStiDF	L-histidine transport via diffusion (extracellular to cytosol)		his-L[e] --> his-L[c]	Extra-organism, Cytosol		Irreversible	Y	2303261	2	
GAPD(nadp)	glyceraldehyde-3-phosphate dehydrogenase (NAD(P)+) (phosphorylating)		[c] : g3p + nadp + pi <==> 13dpg + h + nadph	Cytosol	1.2.1.59	Reversible	N	1800881	9	
DPCOAK	dephospho-CoA kinase		[c] : atp + dpcoa --> adp + coa + h	Cytosol	2.7.1.24	Irreversible	N	200793	1,10,2,3,4,5,6,7,9	
BTND1n	biotinidase (biotin), nuclear		[n] : biocyt + h2o --> btn + lys-L	Nucleus	3.5.1.12	Irreversible	N	2421441	2	
GMPtn	GMP nuclear transport		gmp[c] <==> gmp[n]	Nucleus, Cytosol		Reversible	Y	2702513	2	
ACHBS	2-aceto-2-hydroxybutanoate synthase		[c] : 2obut + h + pyr --> 2ahbut + co2	Cytosol		Irreversible	N	139614	1,10,4,5,7,9	
DHEASt	dehydroepiandrosterone sulfate transport via bicarbonate countertransport		dheas[e] + hco3[c] <==> dheas[c] + hco3[e]	Extra-organism, Cytosol		Reversible	Y	2324659	2	
THZPSN2_SC	thiazole phosphate synthesis (ribose 5-phosphate), yeast-specifc		[c] : achms + cys-L + gly + h + r5p --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr	Cytosol		Irreversible	N	1554792	6	
MTHGXLt	Methylglyoxal transport (cytosol to extracellular)		mthgxl[c] --> mthgxl[e]	Extra-organism, Cytosol		Irreversible	Y	2421296	2	
UGMDDS2	UDP-N-glycolylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase		[c] : alaala + atp + uggmd --> adp + h + pi + uggmda	Cytosol	6.3.2.15	Irreversible	N	2975445	10	
METDtex	D-methionine transport via diffusion (extracellular to periplasm)		met-D[e] <==> met-D[p]	Extra-organism, Periplasm		Reversible	Y	1916000	5	
CK	ATP Creatine kinase		[m] : atp + creat <==> adp + pcreat	Mitochondria	2.7.3.2	Reversible	N	1594803	2	
FBA3	Sedoheptulose 1,7-bisphosphate D-glyceraldehyde-3-phosphate-lyase		[c] : s17bp <==> dhap + e4p	Cytosol	4.1.2.13	Reversible	N	1486537	6	
H6ET3er	H6 phosphoethanolaminyl transferase, endoplasmic reticulum		[r] : m2emgacpail_hs + pe_hs --> dag_hs + em2emgacpail_hs	Endoplasmic Reticulum		Irreversible	N	2288965	2	
PLIPA1E140pp	Phospholipase A1 (phosphatidylethanolamine, n-C14:0) (periplasm)		[p] : h2o + pe140 --> 2agpe140 + h + ttdca	Periplasm	3.1.1.32	Irreversible	N	2706891	5	
SMPD3g	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)	Hypothetical protein FLJ22593, sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II), FLJ22593, NSMASE2	[g] : h2o + sphmyln_hs --> cholp + crm_hs + h	Golgi Apparatus		Irreversible	N	2282332	2	
CO2t	CO2 transporter via diffusion		co2[e] <==> co2[c]	Extra-organism, Cytosol		Reversible	Y	1441068	1,10,2,3,6,7,8,9	
FRD5	fumarate reductase		[c] : fum + mql6 <==> mqn6 + succ	Cytosol	1.3.99.1	Reversible	N	1754242	10,3	
G14T17g	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase, Golgi	thyroid glycoprotein beta-galactosyltransferase, beta-N-acetyl-beta1-4-galactosyltransferase, UDP-galactose-glycoprotein galactosyltransferase, glycoprotein 4-beta-galactosyl-transferase, thyroid galactosyltransferase, uridine diphosphogalactose-glycoprotein galactosyltransferase, glycoprotein beta-galactosyltransferase	[g] : ksi_pre35 + udpgal --> h + ksi_pre36 + udp	Golgi Apparatus	2.4.1.38	Irreversible	N	2297248	2	
C4STMO2	C-4 sterol methyl oxidase (4-methylzymosterol)		[c] : 4mzym + (3) h + (3) nadph + (3) o2 --> (4) h2o + (3) nadp + zym_int1	Cytosol		Irreversible	N	1516759	6	
DNDPt34m	dGDP transport via dTDP antiport		dgdp[c] + dtdp[m] --> dgdp[m] + dtdp[c]	Cytosol, Mitochondria		Irreversible	Y	2274646	2	
HYXNtpp	Hypoxanthine transport (periplasm)		hxan[p] <==> hxan[c]	Cytosol, Periplasm		Reversible	Y	1914484	5	
NACHEX18ly	beta-N-acetylhexosaminidase, lysosomal	beta-N-acetyl-D-hexosaminidase;, beta-acetylaminodeoxyhexosidase;, beta-D-hexosaminidase, N-acetylhexosaminidase;, hexosaminidase;, beta-N-acetylglucosaminidase;, beta-D-N-acetylhexosaminidase;, beta-acetylhexosaminidinase;, hexosaminidase A;, N-acetyl-beta-hexosaminidase;, beta-hexosaminidase;, N-acetyl-beta-D-hexosaminidase;	[l] : h2o + ksi_deg31 --> acgam + ksi_deg32	Lysosome	3.2.1.52	Irreversible	N	2709213	2	
DOLMANP_Uter	dolichol-phosphate mannose flippase (uterus)		(0.1) dolmanp_U[c] --> (0.1) dolmanp_U[r]	Endoplasmic Reticulum, Cytosol		Irreversible	Y	1809595	2	
ALLTAMH	allantoate amidohydrolase		[c] : alltt + (2) h + (2) h2o --> co2 + (2) nh4 + urdglyc	Cytosol	3.5.3.9	Irreversible	N	1823231	5	
NH4t	ammonia reversible transport		nh4[e] <==> nh4[c]	Extra-organism, Cytosol		Reversible	Y	1447008	1,10,3,6,8,9	
ARGDC	arginine decarboxylase		[c] : arg-L + h --> agm + co2	Cytosol	4.1.1.19	Irreversible	N	138678	1,10,3,4,5,7,9	
HCO3En	HCO3 equilibrium reaction, nuclear		[n] : co2 + h2o <==> h + hco3	Nucleus		Reversible	N	1447676	6	
ST3GAL62g	Type 2 lactosamine alpha-2,3-sialyltransferase	ST3Gal VI, Sialyltransferase 10, CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI, Type 2 lactosamine alpha-2,3-sialyltransferase	[g] : cmpacna + galacglcgal14acglcgalgluside_hs --> acngalacglcgal14acglcgalgluside_hs + cmp + h	Golgi Apparatus		Irreversible	N	2419925	2	
ST8SIA53g	Beta-galactoside alpha-2,3-sialyltransferase	sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase), ganglioside GT3 synthase, (Ganglioside GT3 synthase) (Alpha-2,8- sialyltransferase 8A) (ST8Sia I), ST8Sia, GD3S, SIAT8, ganglioside-specific alpha-2,8-polysialyltransferase, sialyltransferase 8A (alpha-N-acetylneuraminate: alpha-2,8-sialyltransferase, GD3 synthase), sialyltransferase 8 (alpha-N-acetylneuraminate: alpha-2,8-sialytransferase, GD3 synthase) A, ST8SiaI, ganglioside GD3 synthase, disialoganglioside (GD3) synthase, Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase  (Ganglioside GD3 synthase)	[g] : cmpacna + gd1a_hs --> cmp + gt1a_hs + h	Golgi Apparatus	2.4.99.8	Irreversible	N	2267385	2	
CYTDtm	cytidine facilated transport in mitochondria		cytd[c] <==> cytd[m]	Cytosol, Mitochondria		Reversible	Y	2323238	2	
NADNm	NAD nucleosidase, mitochondrial		[m] : h2o + nad --> adprib + h + ncam	Mitochondria	3.2.2.5	Irreversible	N	1449106	6	
ACONTa	aconitase (half-reaction A, Citrate hydro-lyase)	aconitate hydratase;, cis-aconitase;	[c] : cit <==> acon-C + h2o	Cytosol	4.2.1.3	Reversible	N	2734387	4,5,8	
MMMm	methylmalonyl-CoA mutase		[m] : mmcoa-R <==> succoa	Mitochondria	5.4.99.2	Reversible	N	2360433	2	
ACOAD6	acyl-CoA dehydrogenase (tetradecanoyl-CoA)		[c] : nad + tdcoa <==> h + nadh + td2coa	Cytosol	1.3.99.3	Reversible	N	215258	7	
WHHDCAte	xenobiotic transport		whhdca[e] <==> whhdca[c]	Extra-organism, Cytosol		Reversible	Y	2704675	2	
S6T6g	galactose/N-acetylglucosamine 6-O-sulfotransferase, Golgi apparatus		[g] : ksi_pre10 + paps --> h + ksi_pre11 + pap	Golgi Apparatus		Irreversible	N	2297277	2	
SFGTH	S-Formylglutathione hydralase		[c] : Sfglutth + h2o <==> for + gthrd + h	Cytosol	3.1.2.12	Reversible	N	1485714	2,6	
NDP7g	nucleoside-diphosphatase (UDP), Golgi apparatus		[g] : h2o + udp --> h + pi + ump	Golgi Apparatus	3.6.1.6	Irreversible	N	2377066	2	
FUT91g	Alpha-(1,3)-fucosyltransferase	FUCT-IX, Galactoside 3-L-fucosyltransferase, Fucosyltransferase 9	[g] : gal14acglcgalgluside_hs + gdpfuc --> fucgal14acglcgalgluside_hs + gdp + h	Golgi Apparatus	2.4.1.152	Irreversible	N	2419728	2	
RETH2e	retinyl ester hydrolase (11-cis), extracellular		[e] : 11-cis-retfa + h2o --> Rtotal2 + h + retinol-cis-11	Extra-organism		Irreversible	N	2430361	2	
IZPN	imidazolonepropionase		[c] : 4izp + h2o --> forglu + h	Cytosol	3.5.2.7	Irreversible	N	1831850	2,4,7	
NOtpp	NO transport (diffusion)		no[p] <==> no[c]	Cytosol, Periplasm		Reversible	Y	2380579	5	
IPCS324_SC	Inositol phosphorylceramide synthase (ceramide-3, 24C), yeast-specific		[c] : cer3_24 + (0.01) ptd1ino_SC --> (0.01) 12dgr_SC + (0.01) ipc324_SC	Cytosol		Irreversible	N	1454223	6	
